setting,start,trading_start,end,initial_cash,execution_mode,roundtrip_cost_bp,max_participation,annual_return,cagr,sharpe,max_drawdown,total_return,final_value,orders,partial_or_failed_rate,failed_rate,capacity_limited_rate,lot_residual_rate,no_minute_data_rate,no_turnover_rate,limit_block_rate,avg_slippage_bp,avg_participation,avg_abs_exposure_gap
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,twap_0935_1030,10.0,0.1,0.7298745419841839,0.9940852650264902,2.615073141220469,-0.12796662425665128,0.34419289695624156,4081503.0557457,689.0,0.6574746008708273,0.2931785195936139,0.0,0.36429608127721336,0.03193033381712627,0.13933236574746008,0.001451378809869376,3.897330595482546,0.0016228791198551079,0.07676280773656737
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,twap_0935_1030,15.0,0.1,0.7059217421515109,0.9468445860981358,2.5265665249716376,-0.1293856267086032,0.33045172707451753,4038771.8944586334,688.0,0.6540697674418605,0.29796511627906974,0.0,0.3561046511627907,0.03197674418604651,0.13953488372093023,0.0014534883720930232,6.178053830227744,0.001625236036408996,0.07678190825172843
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,twap_0935_1030,20.0,0.1,0.6797187335874095,0.8964308269800219,2.4297631181676738,-0.1309905833943712,0.31557575089456913,3992618.712857538,691.0,0.6555716353111433,0.2952243125904486,0.0,0.3589001447178003,0.03183791606367583,0.1389290882778582,0.001447178002894356,8.57905544147844,0.0015999689531245355,0.07669800607378595
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,tail_vwap_1430_1455,5.0,0.1,1.2265851363200853,2.215463365296748,3.648799220520989,-0.14308247352933945,0.6496434982024464,4955670.747570808,655.0,0.5862595419847328,0.09465648854961832,0.007633587786259542,0.48244274809160304,0.03358778625954199,0.0183206106870229,0.004580152671755725,3.3338954468802697,0.006390420431030512,0.0377614960161418
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,tail_vwap_1430_1455,7.0,0.1,1.2191196953741417,2.1916422000306914,3.6265339744943534,-0.14346660355656482,0.6443947636412006,4939410.028723258,655.0,0.5770992366412214,0.09770992366412214,0.007633587786259542,0.4717557251908397,0.03358778625954199,0.0183206106870229,0.004580152671755725,4.094754653130288,0.006400470655734979,0.03768881927986612
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,tail_vwap_1430_1455,10.0,0.1,1.2066942899273503,2.1523125242859664,3.5887403976604184,-0.14402806411561053,0.6356796762226329,4912495.102037279,659.0,0.5811836115326252,0.10318664643399089,0.007587253414264037,0.47040971168437024,0.03338391502276176,0.018209408194233688,0.004552352048558422,5.2241962774957695,0.00637885817848833,0.03774079305328779
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,tail_vwap_1430_1455,15.0,0.1,1.1863129128853067,2.0889006836345563,3.5273901693099505,-0.14513087740067032,0.6214963534894522,4868681.551064014,656.0,0.5884146341463414,0.09451219512195122,0.007621951219512195,0.48323170731707316,0.03353658536585366,0.018292682926829267,0.004573170731707317,7.185185185185185,0.006317608754852933,0.03760869743205023
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,tail_vwap_1430_1455,20.0,0.1,1.16211891907226,2.015196790239123,3.453793834210557,-0.14643672237987015,0.6048003043966259,4817347.20565621,652.0,0.6012269938650306,0.09969325153374232,0.007668711656441718,0.48773006134969327,0.03374233128834356,0.018404907975460124,0.004601226993865031,9.29045996592845,0.006356051617982408,0.03771202499956134
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,t2_open_0935,5.0,0.1,0.5840286825735214,0.716341779759593,1.9830783888256196,-0.10898940822542169,0.2605047155829221,3772222.6335482416,734.0,0.8010899182561307,0.2438692098092643,0.18392370572207084,0.38283378746594005,0.02997275204359673,0.12670299727520437,0.0027247956403269754,10.686486486486487,0.034692306569675486,0.09375235628235819
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,t2_open_0935,7.0,0.1,0.5834028233588058,0.7152648110892368,1.9808826695089063,-0.10901165487237019,0.26016568032612297,3771208.026896273,735.0,0.8027210884353742,0.24217687074829933,0.1836734693877551,0.38503401360544215,0.029931972789115645,0.12653061224489795,0.0027210884353741495,11.03052064631957,0.03456497139597732,0.0937329893340683
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,t2_open_0935,10.0,0.1,0.5824856702556499,0.7136848483572993,1.9776274858335752,-0.10903458524070297,0.25966807976239026,3769718.893150263,735.0,0.8013605442176871,0.24353741496598638,0.1836734693877551,0.38095238095238093,0.029931972789115645,0.12653061224489795,0.0027210884353741495,11.532374100719425,0.03462165813459426,0.09371634799217395
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,t2_open_0935,15.0,0.1,0.5802405294024735,0.7098436789249836,1.9699296185715927,-0.10908221867883039,0.25845723012874533,3766095.2697418043,733.0,0.791268758526603,0.24283765347885403,0.18417462482946795,0.3710777626193724,0.030013642564802184,0.12687585266030013,0.002728512960436562,12.482882882882883,0.03467414876617291,0.09368288614837791
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,t2_open_0935,20.0,0.1,0.5757402206952514,0.7021373096076637,1.9540647681736747,-0.10936387320678365,0.2560232596675287,3758811.299797318,733.0,0.7994542974079127,0.24147339699863574,0.18281036834924966,0.38472032742155526,0.030013642564802184,0.12687585266030013,0.002728512960436562,13.54136690647482,0.03458669878388828,0.09361556920898156
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,open_0935,5.0,0.1,0.5952524165242605,0.7428275090898351,2.122746226435936,-0.14673262962705402,0.26880460310331,6436226.695527201,764.0,0.8115183246073299,0.24214659685863874,0.22774869109947643,0.35602094240837695,0.028795811518324606,0.1387434554973822,0.0013089005235602095,11.746113989637307,0.04146367518562433,0.10238010358906569
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,open_0935,7.0,0.1,0.5946883300169263,0.7418450101580545,2.120707363087778,-0.14675845112441988,0.26849800772292065,6434671.438423655,764.0,0.8167539267015707,0.24738219895287958,0.22774869109947643,0.3586387434554974,0.028795811518324606,0.1387434554973822,0.0013089005235602095,12.074782608695653,0.04174630135967166,0.10237945280054901
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,open_0935,10.0,0.1,0.5937415441944737,0.7401949702239747,2.1172493472969425,-0.1467984681216732,0.2679828792717558,6432058.361925584,767.0,0.81877444589309,0.24902216427640156,0.22685788787483702,0.35984354628422427,0.028683181225554105,0.13820078226857888,0.001303780964797914,12.5390625,0.0416707960564772,0.10241840377180003
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,open_0935,15.0,0.1,0.5918373433666883,0.7369014177419098,2.1106145567037795,-0.14688731644271602,0.2669538249548975,6426838.309248355,763.0,0.8283093053735255,0.24770642201834864,0.22804718217562253,0.3709043250327654,0.028833551769331587,0.13892529488859764,0.001310615989515072,13.400696864111499,0.04180228343001404,0.10236703362579208
